action,behavior_class,count
Remove any electronic devices that might interfere with sleep,digital_device_account_ops,1
Remove any electronic devices that might keep you awake,digital_device_account_ops,1
Remove any electronic devices to minimize distractions,digital_device_account_ops,1
Remove electronic devices that might interfere with sleep,digital_device_account_ops,1
Remove or cover any distractions,other_unclear,1
Rest after finishing the meal,other_unclear,1
Rest and relax,relaxation_reflection_emotion,1
Rest and unwind following the meal,relaxation_reflection_emotion,1
Rest for a while to digest the meal and continue enjoying the quiet day,other_unclear,1
Rest for a while to ensure that you are relaxed after the meal,other_unclear,1
Rest in a comfortable and familiar environment,other_unclear,1
Retire to bed to sleep,other_unclear,1
Retire to bedroom,other_unclear,1
Retire to the bedroom to rest,sleep_transition_and_sleep,1
Retire to your bed,other_unclear,1
Retrieve a list of contact numbers for friends,social_contact_communication,1
Retrieve a list of friends' contact information,social_contact_communication,1
"Retrieve and clean up any personal items needed for social interaction, such as a phone or glasses",digital_device_account_ops,1
Retrieve contacts list,other_unclear,1
Return home from the workplace,work_task_productive,1
Return home with purchases,mobility_commute_transition,1
Return to the kitchen,mobility_commute_transition,1
Return to workplace,work_task_productive,1
Review inventory to check for meal ingredients,shopping_planning_budget_inventory,1
Review shopping list,shopping_planning_budget_inventory,1
Review the menu at the selected outdoor dining spot,meal_consumption_dining,1
Review the morning's weather forecast,planning_general_admin,1
Review transportation options and choose one,shopping_planning_budget_inventory,1
Review weather conditions and dress appropriately,morning_routine_hygiene,1
Review weather conditions for appropriate attire,planning_general_admin,1
Secure the home,other_unclear,1
Seek a comfortable seating area,other_unclear,1
Seek a suitable eating spot nearby,other_unclear,1
Seek out food available outside,other_unclear,1
Select a close friend,social_contact_communication,1
Select a comfortable space at home for the call,social_contact_communication,1
Select a comfortable spot at home,other_unclear,1
Select a comfortable spot in the home for the call,social_contact_communication,1
Select a communication method,other_unclear,1
Select a convenient place to meet,other_unclear,1
Select a dining option based on availability and suitability,meal_consumption_dining,1
Select a meal option,other_unclear,1
"Select a method of communication (e.g., phone, email, social media)",digital_device_account_ops,1
Select a method to contact friends,social_contact_communication,1
Select a nearby café or restaurant if available,other_unclear,1
Select a nearby eatery if desired,other_unclear,1
Select a nearby grocery store for convenience,shopping_execution_procurement,1
Select a recipe and gather necessary ingredients,other_unclear,1
Select a simple meal option,other_unclear,1
Select a suitable contact method,social_contact_communication,1
Select a suitable eating spot outdoors,other_unclear,1
Select a suitable food item for breakfast,other_unclear,1
Select a suitable friend to call,social_contact_communication,1
Select a suitable meal option,other_unclear,1
Select a suitable outdoor dining location,meal_consumption_dining,1
Select a suitable outdoor dining location based on availability and comfort,meal_consumption_dining,1
Select a suitable outdoor dining location nearby,meal_consumption_dining,1
Select a suitable restaurant or location to eat outside,other_unclear,1
Select a suitable time for the call,social_contact_communication,1
Select a suitable time to call friends,social_contact_communication,1
Select a suitable time to call or meet friends,social_contact_communication,1
Select a suitable time to call or message friends,social_contact_communication,1
Select a time to call friends,social_contact_communication,1
Select an appropriate recipe for cooking,meal_preparation_cooking,1
Select and purchase necessary items,shopping_execution_procurement,1
Select appropriate communication method based on current technology availability,other_unclear,1
Select friends to contact,social_contact_communication,1
Select items from the shopping list and place them in the shopping cart,shopping_execution_procurement,1
Select nearby stores with easy access,other_unclear,1
Select phone or device to call,digital_device_account_ops,1
Select the best time for a call,social_contact_communication,1
Select the most comfortable way to call my friends,social_contact_communication,1
Select the most suitable time for a call,social_contact_communication,1
Select the nearest and most convenient shopping location,other_unclear,1
Serve and arrange the meal on the dining table,meal_consumption_dining,1
Serve and eat the home-cooked lunch,other_unclear,1
Serve and enjoy the breakfast at home,other_unclear,1
Serve and present the meal,other_unclear,1
Serve breakfast,other_unclear,1
Serve food,other_unclear,1
Serve prepared meal,other_unclear,1
Serve the meal on a comfortable setting,meal_preparation_cooking,1
Serve the meal on a plate,meal_preparation_cooking,1
Serve the meal on a suitable tableware,meal_preparation_cooking,1
Serve the prepared food,other_unclear,1
Serve the prepared meal on plates,other_unclear,1
Set a calming routine to signal to body it's time to sleep,other_unclear,1
Set a comfortable room temperature,home_environment_management,1
Set a comfortable sleeping temperature,home_environment_management,1
Set a relaxing sleep environment with minimal noise and light,sleep_environment_setup,1
Set a sleep routine,other_unclear,1
Set a sleep schedule and stick to it to maintain routine,planning_general_admin,1
Set a sleep timer or alarm if needed,other_unclear,1
Set a soothing sleep environment with soft lighting,sleep_environment_setup,1
Set a timer or alarm for sleep,other_unclear,1
Set an alarm for a reasonable wake-up time,other_unclear,1
Set an alarm for morning,other_unclear,1
Set an alarm for morning if necessary,other_unclear,1
Set an alarm for morning wake-up time if necessary,other_unclear,1
Set an alarm for tomorrow if necessary,other_unclear,1
Set an alarm if necessary,other_unclear,1
Set an alarm if necessary for an early morning routine,morning_routine_hygiene,1
Set an alarm if necessary for the morning,other_unclear,1
Set an alarm if necessary for the next day,other_unclear,1
Set an alarm if needed for any morning activities,other_unclear,1
Set an alarm if needed for the next day,other_unclear,1
Set aside any devices or activities that might interfere with sleep,digital_device_account_ops,1
Set aside any devices to avoid distractions,digital_device_account_ops,1
Set out for the shopping location,other_unclear,1
Set out from home to the nearest shopping center,shopping_execution_procurement,1
"Set sleep aids (e.g., white noise machine)",other_unclear,1
Set the alarm,sleep_environment_setup,1
Set the alarm clock for the next morning,sleep_environment_setup,1
Set the alarm for 8 hours later,sleep_environment_setup,1
Set the alarm for a good night's rest,sleep_environment_setup,1
Set the alarm for a restful sleep duration,sleep_environment_setup,1
Set the alarm for morning,sleep_environment_setup,1
Set the alarm for necessary activities,sleep_environment_setup,1
Set the alarm for the morning if necessary,sleep_environment_setup,1
Set the alarm for the next day (if needed),sleep_environment_setup,1
"Set the alarm for the next day, if necessary",sleep_environment_setup,1
"Set the alarm for the next morning, if needed",sleep_environment_setup,1
Set the alarm for tomorrow,sleep_environment_setup,1
Set the alarm for tomorrow morning,sleep_environment_setup,1
Set the alarm if necessary for a restful sleep,sleep_environment_setup,1
Set the alarm if necessary for the next day,sleep_environment_setup,1
Set the alarm if needed for any morning appointments or routines,sleep_environment_setup,1
Set the alarm if needed for morning activities,sleep_environment_setup,1
Set the alarm if needed for the next day,sleep_environment_setup,1
Set the dining area,meal_consumption_dining,1
Set the dining table,meal_consumption_dining,1
Set the dining table with utensils and serve the meal,meal_preparation_cooking,1
Set the environment for sleep,other_unclear,1
Set the room temperature and lighting to a comfortable level for sleep,sleep_environment_setup,1
Set the room temperature to 23C for comfort,home_environment_management,1
Set the room temperature to a comfortable level for sleeping,home_environment_management,1
Set the room temperature to comfortable level,home_environment_management,1
Set the room to a conducive environment for sleep,other_unclear,1
Set the table in a comfortable and inviting manner,meal_preparation_cooking,1
Set the table with appropriate diningware,meal_preparation_cooking,1
Set the table with utensils and a meal tray,meal_preparation_cooking,1
Set the time for sleep,other_unclear,1
Set up a bedtime routine,sleep_environment_setup,1
"Set up a comfortable sleep environment, ensuring it is quiet and conducive to sleep",sleep_environment_setup,1
"Set up a comfortable sleep environment, including adjusting the room temperature if necessary",sleep_environment_setup,1
Set up a relaxing sleep environment,sleep_environment_setup,1
Set up alarm clock for morning wake-up,other_unclear,1
"Set up any necessary sleep aids (e.g., pillows, blanket)",other_unclear,1
Set up bed for a comfortable sleep,other_unclear,1
Set up bed for rest,other_unclear,1
Set up bed with pillows and blankets,other_unclear,1
Set up the bed comfortably,other_unclear,1
Set up the bed for a comfortable sleep,other_unclear,1
Set up the bedroom to a conducive sleeping state,other_unclear,1
Set up the bedroom with comfortable bedding,other_unclear,1
Set up the sleep environment,sleep_environment_setup,1
Set up the sleeping environment,sleep_environment_setup,1
Set up the sleeping environment comfortably,sleep_environment_setup,1
Set up the sleeping environment with comfort in mind,sleep_environment_setup,1
Shop for essential items,shopping_execution_procurement,1
Shop for necessary items,shopping_execution_procurement,1
Sit down at the dining table,meal_consumption_dining,1
"Sit down at the dining table, setting a pleasant meal environment",meal_consumption_dining,1
Sit down comfortably,other_unclear,1
Sleep in a tranquil state,other_unclear,1
Sleep peacefully throughout the night,other_unclear,1
Start breathing exercises to help calm the mind and prepare for sleep,sleep_environment_setup,1
Start the process of falling asleep,sleep_transition_and_sleep,1
Start the sleep process,sleep_transition_and_sleep,1
Stay at home,other_unclear,1
Stay at home as no need to move to a different location,shopping_planning_budget_inventory,1
Stay at home as the day starts,other_unclear,1
Stay at home due to current location,other_unclear,1
Stay at home to enjoy the tranquility of the quiet day,other_unclear,1
Stay in a state of rest and sleep until morning,other_unclear,1
Stay in bed for the duration of the sleep target,other_unclear,1
Stay in bed to relax after the morning reflection,relaxation_reflection_emotion,1
Stay in bed until wake-up,other_unclear,1
Stay in the current location to maintain comfort,other_unclear,1
Take a brief nap to rejuvenate,other_unclear,1
Take a comfortable seat,other_unclear,1
Take a deep breath and allow yourself to drift off to sleep,other_unclear,1
Take a moment to appreciate the calm of the evening,relaxation_reflection_emotion,1
Take a moment to appreciate the peacefulness of the day,other_unclear,1
Take a moment to enjoy the meal's preparation,meal_consumption_dining,1
Take a moment to reflect on the day's calmness,relaxation_reflection_emotion,1
Take a short walk around the house to maintain mobility,other_unclear,1
Take care of any necessary morning medication,other_unclear,1
Take deep breaths and clear the mind,other_unclear,1
Take necessary medication or supplements if required,other_unclear,1
Take necessary medications or care of health if required,other_unclear,1
Take off any heavy clothing to regulate body temperature,home_environment_management,1
Take time to reflect on the quiet day,relaxation_reflection_emotion,1
Transition into sleep mode,other_unclear,1
Travel back to my residence,mobility_commute_transition,1
Travel to the grocery store to start shopping,mobility_commute_transition,1
Travel to the nearest shopping area,mobility_commute_transition,1
Travel to the nearest supermarket or shopping center,mobility_commute_transition,1
Travel to the selected restaurant or location,mobility_commute_transition,1
Travel to the shopping center or market,mobility_commute_transition,1
Travel to the shopping center using preferred mode of transportation,mobility_commute_transition,1
Travel to the shopping center using the preferred mode of transport,mobility_commute_transition,1
Travel to the shopping location,mobility_commute_transition,1
Turn off all electronic devices and embrace the darkness to signal the body for sleep,digital_device_account_ops,1
Turn off all electronic devices and establish a calming routine,digital_device_account_ops,1
Turn off all electronic devices to create a conducive environment for sleep,digital_device_account_ops,1
Turn off all electronic devices to create a sleep-friendly environment,digital_device_account_ops,1
Turn off all electronic devices to ensure a good night's sleep,digital_device_account_ops,1
Turn off all electronic devices to minimize disturbances,digital_device_account_ops,1
Turn off all electronic devices to reduce exposure to blue light,digital_device_account_ops,1
Turn off all electronic devices to relax,digital_device_account_ops,1
Turn off all lights to create a dark environment,sleep_environment_setup,1
Turn off any distracting lights or sounds,sleep_environment_setup,1
Turn off any electronic devices to avoid distractions,digital_device_account_ops,1
Turn off any electronic devices to minimize light and noise,digital_device_account_ops,1
Turn off any lights or electronic devices that might disrupt sleep,digital_device_account_ops,1
Turn off any unnecessary lights to create a comfortable sleep environment,sleep_environment_setup,1
Turn off any unnecessary lights to simulate nighttime,sleep_environment_setup,1
Turn off electronic devices,digital_device_account_ops,1
Turn off electronic devices and establish a calming routine,digital_device_account_ops,1
Turn off electronic devices to ensure a good night's sleep,digital_device_account_ops,1
Turn off electronic devices to minimize light and noise,digital_device_account_ops,1
Turn off electronic devices to promote relaxation,digital_device_account_ops,1
Turn off electronic devices to reduce disturbances,digital_device_account_ops,1
Turn off electronics,other_unclear,1
Turn off lights,sleep_environment_setup,1
Turn off lights to create a conducive sleep environment,sleep_environment_setup,1
Turn off lights to signal the end of the day,sleep_environment_setup,1
Turn off or adjust lighting to a suitable level for sleep,other_unclear,1
Turn off or dim the lights,sleep_environment_setup,1
Turn off the lights,sleep_environment_setup,1
"Turn off the lights and adjust room temperature, if necessary",sleep_environment_setup,1
Turn off the lights and relax,sleep_environment_setup,1
Turn off unnecessary lights,sleep_environment_setup,1
Turn off unnecessary lights and sounds to create a conducive sleep environment,sleep_environment_setup,1
Turn off unnecessary lights to create a calm environment,sleep_environment_setup,1
Unlock the door,other_unclear,1
Verify that the home is prepared for a meal,digital_device_account_ops,1
Visualize a future filled with positive anticipation,other_unclear,1
Wait for the eating option to be ready,other_unclear,1
Wait for the food to be served,other_unclear,1
Wait for the meal to be prepared and served,other_unclear,1
Wake up and engage in a short exercise routine,morning_routine_hygiene,1
Wake up and gather myself for social interaction,morning_routine_hygiene,1
Wake up and perform light stretching to start the day,morning_routine_hygiene,1
Wake up and prepare for the day,morning_routine_hygiene,1
Wake up naturally or with a routine,morning_routine_hygiene,1
Wash hands after eating,other_unclear,1
Wash hands after the meal,other_unclear,1
Wind down and relax before bedtime,sleep_transition_and_sleep,1
Wind down and relax before sleeping,sleep_transition_and_sleep,1
Wind down by setting a comfortable room temperature,sleep_transition_and_sleep,1
Wind down with a relaxing activity,sleep_transition_and_sleep,1
